2020-12-28 18:08:44|	Start init-ing Frame
2020-12-28 18:08:53|	Finish init-ing Frame
2020-12-28 18:09:08|	Click load
2020-12-28 18:09:11|	Repaint all
2020-12-28 18:09:13|	Repaint all
2020-12-28 18:09:13|	Repaint all
2020-12-28 18:09:13|	Repaint all
2020-12-28 18:09:15|	Repaint all
2020-12-28 18:09:15|	Repaint all
2020-12-28 18:09:15|	Repaint all
2020-12-28 18:09:15|	Repaint all
2020-12-28 18:09:15|	Repaint all
2020-12-28 18:09:15|	Repaint all
2020-12-28 18:09:15|	Repaint all
2020-12-28 18:09:15|	Repaint all
2020-12-28 18:09:15|	Repaint all
2020-12-28 18:09:15|	Repaint all
2020-12-28 18:09:15|	Repaint all
2020-12-28 18:09:15|	Repaint all
2020-12-28 18:09:15|	Repaint all
2020-12-28 18:09:15|	Repaint all
2020-12-28 18:09:15|	Repaint all
2020-12-28 18:09:15|	Repaint all
2020-12-28 18:09:15|	Repaint all
2020-12-28 18:09:15|	Repaint all
2020-12-28 18:09:16|	Repaint all
2020-12-28 18:09:16|	Repaint all
2020-12-28 18:09:16|	Repaint all
2020-12-28 18:09:16|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:18|	Repaint all
2020-12-28 18:09:19|	Repaint all
2020-12-28 18:09:19|	Repaint all
2020-12-28 18:09:19|	Repaint all
2020-12-28 18:09:19|	Repaint all
2020-12-28 18:09:19|	Repaint all
2020-12-28 18:09:20|	Repaint all
2020-12-28 18:09:20|	Repaint all
2020-12-28 18:09:20|	Repaint all
2020-12-28 18:09:20|	Repaint all
2020-12-28 18:09:20|	Repaint all
2020-12-28 18:09:20|	Repaint all
